Street Number,Street Name,Zip,Total GHG Emissions (MtCO2e),Primary Property Type - Self Selected,System Size (kW-DC),"Total System Cost, Before Incentives",Cost After All Incentives and Taxes,Break Even Point,Energy Production (kWh/yr),Savings Per Year,CO2 Emissions Reductions (lbs/yr),Trees Planted Equivalent
2424,CROPSEY AVENUE,11214,765.22,Multifamily Housing,41.59,249540,50158,6,44782,9404,30833,82
2629,CROPSEY AVENUE,11214,250.7,Multifamily Housing,51.58,309480,63500,6,61850,12989,42584,114
2630,CROPSEY AVENUE,11214,2043.22,Multifamily Housing,127.1,730825,205703,7,150852,31679,103862,277
2650,CROPSEY AVENUE,11214,1385.02,Multifamily Housing,59.5,357000,79538,6,69891,14677,48120,128
2740,CROPSEY AVENUE,11214,2464.45,Multifamily Housing,114.87,660503,181970,7,136336,28631,93868,250
2970,CROPSEY AVENUE,11214,1008.65,Retail,1022.92,5114600,1850627,25+,1239112,60000,853135,2276
1260,CROTON LOOP,11239,82561.06,Multifamily Housing,403,2216500,707119,8,488173,102516,336110,897
12,CROWN STREET,11225,553.24,Multifamily Housing,72.85,437100,106571,7,86464,18157,59531,159
15,CROWN STREET,11225,271.08,Multifamily Housing,35.82,232830,49244,7,41199,8652,28366,76
27,CROWN STREET,11225,318.32,Multifamily Housing,34.27,222755,47113,7,38158,8013,26272,70
49,CROWN STREET,11225,2493.83,Multifamily Housing,47.45,284700,57225,6,53414,11217,36776,98
132,CROWN STREET,11225,709.55,Multifamily Housing,93.69,538718,140867,7,110052,23111,75771,202
201,CROWN STREET,11225,258.01,Multifamily Housing,47.02,282120,56706,6,56382,11840,38819,104
240,CROWN STREET,11225,655.77,Multifamily Housing,167.14,961055,283406,8,198374,41659,136582,364
250,CROWN STREET,11225,806.59,Multifamily Housing,133.21,765958,217561,7,156474,32860,107733,287
272,CROWN STREET,11225,259.07,Multifamily Housing,59.59,357540,79720,6,70726,14852,48695,130
282,CROWN STREET,11225,23.62,Multifamily Housing,67.25,403500,95231,7,78172,16416,53822,144
565,CROWN STREET,11213,299,Multifamily Housing,81.89,470868,117968,7,97193,20411,66918,179
580,CROWN STREET,11213,473.76,Multifamily Housing,93.26,536245,140033,7,108406,22765,74638,199
712,CROWN STREET,11213,407.7,Multifamily Housing,102.04,586730,157071,7,122357,25695,84244,225
826,CROWN STREET,11213,372.47,Multifamily Housing,41.76,250560,50363,6,49053,10301,33773,90
313,CUMBERLAND STREET,11238,479.77,Multifamily Housing,29.62,192530,40720,7,33343,7002,22957,61
425,CUMBERLAND STREET,11238,411.5,Multifamily Housing,51.67,310020,63682,6,60061,12613,41353,110
36,DAHILL ROAD,11218,317.07,Multifamily Housing,61.45,368700,83486,6,71430,15000,49180,131
70,DAHILL ROAD,11218,381.54,Multifamily Housing,90.22,518765,134133,7,104872,22023,72205,193
74,DE KALB AVENUE,11201,2215.33,Multifamily Housing,195.64,1124930,338714,8,220231,46249,151630,405
85,DE KALB AVENUE,11201,79.23,Other,28.07,182455,38589,7,28851,6059,19864,53
117,DE KALB AVENUE,11217,5367.47,Hospital (General Medical and Surgical),241.71,1329405,407724,8,269135,56518,185301,494
372,DE KALB AVENUE,11205,293.27,Multifamily Housing,58.21,349260,76925,6,66239,13910,45606,122
585,DE KALB AVENUE,11205,1309.79,Retail,652.9,3590950,1237357,25,782900,60000,539031,1438
600,DE KALB AVENUE,11205,1092.7,Senior Care Facility,116.27,668553,184687,7,136575,28681,94033,251
338,DE WITT AVENUE,11207,309.55,Other,362.53,1993915,631996,14,439150,60000,302357,807
155,DEAN STREET,11217,1315.09,Senior Care Facility,113.06,650095,178457,7,132805,27889,91437,244
1775,DEAN STREET,11233,192.58,"Service (Vehicle Repair/Service, Postal Service)",349.44,1921920,607698,13,410466,60000,282608,754
5,DELEVAN STREET,11231,72.99,Multifamily Housing,164.3,944725,277895,8,197014,41373,135645,362
1002,DITMAS AVENUE,11218,154.71,Multifamily Housing,58.49,350940,77492,6,67989,14278,46811,125
2107,DITMAS AVENUE,11226,840.34,Senior Care Facility,33.33,216645,45820,6,38743,8136,26675,71
2116,DITMAS AVENUE,11226,259.85,Multifamily Housing,40.56,243360,48915,6,47643,10005,32803,88
2211,DITMAS AVENUE,11226,293.61,Multifamily Housing,44.43,266580,53583,6,51646,10846,35558,95
2212,DITMAS AVENUE,11226,288.61,Multifamily Housing,41.59,249540,50158,6,48344,10152,33285,89
1801,DORCHESTER ROAD,11226,530.22,Multifamily Housing,107.63,618873,167920,7,125110,26273,86139,230
2015,DORCHESTER ROAD,11226,416.08,Multifamily Housing,38.06,247390,52323,7,43310,9095,29819,80
248,DUFFIELD STREET,11201,257.17,Office,172.87,994003,294526,8,203060,42643,139808,373
563,DUMONT AVENUE,11207,464.7,Multifamily Housing,42.19,253140,50881,6,49042,10299,33766,90
80,DUPONT STREET,11222,301.47,Multifamily Housing,72.94,437640,106754,7,87463,18367,60219,161
221,EAST 18 STREET,11226,506.27,Multifamily Housing,51.58,309480,63500,6,60588,12723,41715,111
759,EAST 10 STREET,11230,302.48,Multifamily Housing,38.58,250770,53038,7,44374,9318,30551,82
820,EAST 10 STREET,11230,291.4,Multifamily Housing,47.71,286260,57538,6,56042,11769,38585,103
829,EAST 10 STREET,11230,305.05,Multifamily Housing,47.45,284700,57225,6,55737,11705,38375,102
919,EAST 10 STREET,11230,1288.54,K-12 School,69.23,415380,99241,7,81320,17077,55989,149
633,EAST 104 STREET,11236,802.9,Residence Hall/Dormitory,72.94,437640,106754,7,86571,18180,59604,159
2475,EAST 11 STREET,11235,285.67,Multifamily Housing,52.36,314160,65079,6,61504,12916,42346,113
960,EAST 12 STREET,11230,280.17,Multifamily Housing,27.56,179140,37888,7,31699,6657,21825,58
1280,EAST 12 STREET,11230,354.04,Multifamily Housing,43.31,259860,52232,6,49814,10461,34297,92
1745,EAST 12 STREET,11229,382.13,Multifamily Housing,59.76,358560,80064,6,70928,14895,48834,130
1773,EAST 12 STREET,11229,250.76,Multifamily Housing,54.42,326520,69251,6,64590,13564,44470,119
1800,EAST 12 STREET,11229,430.2,Multifamily Housing,55.2,331200,70830,6,64165,13475,44178,118
1833,EAST 12 STREET,11229,442.04,Multifamily Housing,58.13,348780,76763,6,68282,14339,47012,125
1855,EAST 12 STREET,11229,516,Multifamily Housing,57.95,347700,76399,6,67361,14146,46379,124
1877,EAST 12 STREET,11229,255.75,Multifamily Housing,22.56,146640,31014,7,25672,5391,17675,47
2323,EAST 12 STREET,11229,418.37,Multifamily Housing,72.85,437100,106571,7,87355,18345,60145,160
2355,EAST 12 STREET,11229,632.61,Multifamily Housing,139.01,799308,228816,7,164988,34647,113595,303
1061,EAST 13 STREET,11230,258.74,Multifamily Housing,45.73,274380,55150,6,54276,11398,37369,100
1249,EAST 13 STREET,11230,515.75,Multifamily Housing,44.95,269700,54210,6,52800,11088,36353,97
1256,EAST 13 STREET,11230,226.56,Multifamily Housing,36.77,239005,50550,6,43641,9165,30047,80
1550,EAST 13 STREET,11230,314.99,Multifamily Housing,40.56,243360,48915,6,46651,9797,32119,86
1561,EAST 13 STREET,11230,211.69,Multifamily Housing,50.55,303300,61414,6,59378,12469,40882,109
1580,EAST 13 STREET,11230,383.08,Multifamily Housing,58.56,351360,77634,6,68787,14445,47360,126
1625,EAST 13 STREET,11229,313.95,Multifamily Housing,49.77,298620,60023,6,58462,12277,40251,107
1648,EAST 13 STREET,11229,241.71,Multifamily Housing,35.13,228345,48295,6,41695,8756,28707,77
1735,EAST 13 STREET,11229,509.13,Multifamily Housing,62.6,375600,85815,6,72767,15281,50100,134
1755,EAST 13 STREET,11229,320.82,Multifamily Housing,50.46,302760,61232,6,59272,12447,40809,109
1775,EAST 13 STREET,11229,209.45,Multifamily Housing,31.6,205400,43442,6,36732,7714,25290,67
1776,EAST 13 STREET,11229,248.08,Multifamily Housing,48.57,291420,58575,6,57052,11981,39281,105
1820,EAST 13 STREET,11229,532.61,Multifamily Housing,109.64,630430,171820,7,128788,27045,88671,237
1840,EAST 13 STREET,11229,430.36,Multifamily Housing,101.01,580808,155073,7,119886,25176,82542,220
2365,EAST 13 STREET,11229,604.72,Multifamily Housing,103.51,595183,159924,7,121587,25533,83713,223
2546,EAST 13 STREET,11235,777.81,Multifamily Housing,113.32,651590,178962,7,135883,28536,93556,250
2611,EAST 13 STREET,11235,937.66,Multifamily Housing,43.06,258360,51930,6,50580,10622,34825,93
2625,EAST 13 STREET,11235,937.66,Multifamily Housing,56.49,338940,73442,6,67047,14080,46162,123
2740,EAST 13 STREET,11235,316.92,Multifamily Housing,48.39,290340,58358,6,56841,11937,39135,104
815,EAST 14 STREET,11230,275.05,Multifamily Housing,43.57,261420,52545,6,49580,10412,34136,91
918,EAST 14 STREET,11230,421.39,Multifamily Housing,36.34,236210,49958,6,42686,8964,29390,78
925,EAST 14 STREET,11230,409.37,Multifamily Housing,75.66,453960,112262,7,89799,18858,61827,165
1262,EAST 14 STREET,11230,417.11,Other,195.84,1126080,339102,8,230042,48309,158385,423
1440,EAST 14 STREET,11230,320.47,Multifamily Housing,43.66,261960,52654,6,51819,10882,35678,95
1565,EAST 14 STREET,11230,298.88,Multifamily Housing,41.76,250560,50363,6,48031,10087,33070,88
1570,EAST 14 STREET,11230,332.4,Multifamily Housing,43.31,259860,52232,6,49814,10461,34297,92
1585,EAST 14 STREET,11230,249.3,Multifamily Housing,38.58,250770,53038,6,44846,9418,30876,82
1730,EAST 14 STREET,11229,364.58,Multifamily Housing,52.96,317760,66294,6,61561,12928,42385,113
1750,EAST 14 STREET,11229,321.59,Multifamily Housing,38.41,249665,52804,6,44648,9376,30740,82
1770,EAST 14 STREET,11229,380.52,Multifamily Housing,51.49,308940,63317,6,59852,12569,41209,110
1862,EAST 14 STREET,11229,139.49,Multifamily Housing,29.71,193115,40844,7,33808,7100,23277,62
405,EAST 16 STREET,11226,355.14,Multifamily Housing,28.33,184145,38947,6,33624,7061,23150,62
415,EAST 16 STREET,11226,253.11,Multifamily Housing,22.04,143260,30299,7,25350,5323,17453,47
1485,EAST 16 STREET,11230,363.53,Multifamily Housing,39.61,257465,54454,6,46043,9669,31701,85
2775,EAST 16 STREET,11235,412.68,Multifamily Housing,73.11,438660,107098,7,86773,18222,59743,159
60,EAST 17 STREET,11226,257.14,Multifamily Housing,85.72,492890,125400,7,99641,20925,68604,183
180,EAST 17 STREET,11226,137.8,Multifamily Housing,55.2,331200,70830,6,64840,13616,44643,119
205,EAST 17 STREET,11226,275.73,Multifamily Housing,42.19,253140,50881,6,49558,10407,34121,91
383,EAST 17 STREET,11226,321.26,Multifamily Housing,55.46,332760,71357,6,65146,13681,44853,120
400,EAST 17 STREET,11226,339.43,Multifamily Housing,54.68,328080,69777,6,64229,13488,44222,118
415,EAST 17 STREET,11226,483.62,Multifamily Housing,50.89,305340,62102,6,58532,12292,40300,108
578,EAST 17 STREET,11226,522.51,Multifamily Housing,77.5,465000,115988,7,91035,19117,62678,167
915,EAST 17 STREET,11230,1607.81,Multifamily Housing,104.28,599610,161418,7,121216,25455,83457,223
920,EAST 17 STREET,11230,1607.81,Multifamily Housing,122.54,704605,196854,7,143940,30227,99104,264
1577,EAST 17 STREET,11230,165.88,Multifamily Housing,66.31,397860,93328,7,76268,16016,52511,140
1815,EAST 17 STREET,11229,101.92,Office,55.37,332220,71174,6,64362,13516,44314,118
2615,EAST 17 STREET,11235,105.49,Multifamily Housing,19.89,139230,30700,7,22633,4753,15583,42
20,EAST 18 STREET,11226,331.56,Multifamily Housing,46.67,280020,56284,6,55392,11632,38137,102
50,EAST 18 STREET,11226,247.33,Multifamily Housing,56.83,340980,74131,6,66755,14019,45961,123
125,EAST 18 STREET,11226,201.72,Multifamily Housing,65.44,392640,91566,6,77669,16311,53476,143
130,EAST 18 STREET,11226,485.24,Multifamily Housing,57.52,345120,75528,6,66158,13893,45550,122
145,EAST 18 STREET,11226,279.74,Multifamily Housing,37.11,241215,51017,6,43137,9059,29700,79
150,EAST 18 STREET,11226,326.21,Multifamily Housing,46.84,281040,56489,6,55593,11675,38276,102
220,EAST 18 STREET,11226,354.2,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
240,EAST 18 STREET,11226,353.05,Multifamily Housing,40.56,243360,48915,6,47643,10005,32803,88
385,EAST 18 STREET,11226,133.62,Multifamily Housing,47.53,285180,57321,6,54668,11480,37639,100
600,EAST 18 STREET,11226,92.59,Multifamily Housing,41.76,250560,50363,6,49053,10301,33773,90
601,EAST 18 STREET,11226,113.55,Multifamily Housing,52.61,315660,65585,6,61154,12842,42105,112
620,EAST 18 STREET,11226,158.07,Multifamily Housing,75.52,453120,111978,7,89633,18823,61713,165
1270,EAST 18 STREET,11230,386.78,Multifamily Housing,60.79,364740,82150,6,71406,14995,49164,131
1333,EAST 18 STREET,11230,307.64,Multifamily Housing,44.86,269160,54101,6,52694,11066,36280,97
1349,EAST 18 STREET,11230,494.9,Multifamily Housing,63.81,382860,88265,6,74173,15576,51068,136
1560,EAST 18 STREET,11230,255.11,Multifamily Housing,32.12,208780,44157,6,37336,7841,25706,69
1675,EAST 18 STREET,11229,274.24,Multifamily Housing,42.71,256260,51508,6,50691,10645,34901,93
1717,EAST 18 STREET,11229,413.21,Multifamily Housing,79.05,474300,119126,7,91888,19296,63265,169
1730,EAST 18 STREET,11229,443.85,Multifamily Housing,30.14,195910,41435,6,35035,7357,24122,64
1745,EAST 18 STREET,11229,262.76,Multifamily Housing,47.88,287280,57743,6,56828,11934,39126,104
1970,EAST 18 STREET,11229,535.86,Multifamily Housing,62.17,373020,84944,6,72267,15176,49756,133
2050,EAST 18 STREET,11229,309.97,Multifamily Housing,45.38,272280,54728,6,52750,11077,36319,97
2222,EAST 18 STREET,11229,316.21,Multifamily Housing,34.36,223340,47236,7,39520,8299,27210,73
49,EAST 19 STREET,11226,294.06,Multifamily Housing,33.15,215475,45573,7,37317,7837,25693,69
50,EAST 19 STREET,11226,306.37,Multifamily Housing,72.59,435540,106045,7,85267,17906,58707,157
65,EAST 19 STREET,11226,383.52,Multifamily Housing,14.21,99470,21933,8,15822,3323,10894,29
68,EAST 19 STREET,11226,287.39,Multifamily Housing,46.84,281040,56489,6,52728,11073,36303,97
120,EAST 19 STREET,11226,355.43,Multifamily Housing,42.02,252120,50676,6,48330,10149,33276,89
125,EAST 19 STREET,11226,364.86,Multifamily Housing,26.87,174655,36940,7,30576,6421,21052,56
141,EAST 19 STREET,11226,380.12,Multifamily Housing,61.92,371520,84438,6,73491,15433,50599,135
165,EAST 19 STREET,11226,814.46,Multifamily Housing,101.61,584258,156237,7,118112,24804,81321,217
201,EAST 19 STREET,11226,277.9,Multifamily Housing,48.66,291960,58684,6,57158,12003,39354,105
330,EAST 19 STREET,11226,433.9,Multifamily Housing,46.16,276960,55669,6,53657,11268,36943,99
349,EAST 19 STREET,11226,250.11,Multifamily Housing,27.81,180765,38232,6,32667,6860,22491,60
601,EAST 19 STREET,11226,514.37,Multifamily Housing,82.15,472363,118473,7,96497,20264,66438,177
855,EAST 19 STREET,11230,429.07,Multifamily Housing,53.04,318240,66456,6,62952,13220,43343,116
1233,EAST 19 STREET,11230,210.39,Multifamily Housing,32.12,208780,44157,6,37336,7841,25706,69
1255,EAST 19 STREET,11230,545.99,Multifamily Housing,101.71,584833,156431,7,120717,25351,83114,222
1270,EAST 19 STREET,11230,299.79,Multifamily Housing,72.85,437100,106571,7,85573,17970,58917,157
1289,EAST 19 STREET,11230,229.74,Multifamily Housing,46.93,281580,56598,6,55700,11697,38350,102
1290,EAST 19 STREET,11230,226.86,Multifamily Housing,38.23,248495,52557,6,45374,9529,31240,83
1530,EAST 19 STREET,11230,333.77,Multifamily Housing,51.49,308940,63317,6,61112,12834,42076,112
1555,EAST 19 STREET,11230,98.57,Multifamily Housing,56.66,339960,73787,6,67248,14122,46301,124
1558,EAST 19 STREET,11230,284.82,Multifamily Housing,48.83,292980,58889,6,57358,12045,39491,105
1656,EAST 19 STREET,11229,281.56,Multifamily Housing,34.1,221650,46879,6,40055,8412,27578,74
2245,EAST 19 STREET,11229,307.05,Multifamily Housing,60.97,365820,82514,6,72364,15196,49823,133
2680,EAST 19 STREET,11235,371.21,Multifamily Housing,72.16,432960,105174,7,83879,17615,57751,154
1620,EAST 2 STREET,11230,271.99,Multifamily Housing,38.32,249080,52680,6,44543,9354,30668,82
18,EAST 21 STREET,11226,251.78,Multifamily Housing,39.44,256360,54220,6,45845,9627,31565,84
50,EAST 21 STREET,11226,452.76,Multifamily Housing,60.02,360120,80591,6,71236,14960,49047,131
100,EAST 21 STREET,11226,454.18,Multifamily Housing,59.33,355980,79193,6,67514,14178,46483,124
115,EAST 21 STREET,11226,433.83,Multifamily Housing,51.32,307920,62973,6,59655,12527,41072,110
131,EAST 21 STREET,11226,446.97,Multifamily Housing,50.98,305880,62285,6,58636,12313,40371,108
141,EAST 21 STREET,11226,18.09,Multifamily Housing,61.31,367860,83203,6,72767,15281,50101,134
312,EAST 21 STREET,11226,375.81,Multifamily Housing,31,201500,42617,7,35655,7488,24549,66
460,EAST 21 STREET,11226,521.87,Multifamily Housing,42.71,256260,51508,6,50169,10535,34542,92
520,EAST 21 STREET,11226,628.89,Multifamily Housing,72.59,435540,106045,7,85267,17906,58707,157
525,EAST 21 STREET,11226,158.53,Multifamily Housing,31.34,203710,43085,6,36430,7650,25082,67
580,EAST 21 STREET,11226,658.66,Multifamily Housing,43.92,263520,52968,6,51053,10721,35150,94
585,EAST 21 STREET,11226,274.76,Multifamily Housing,38.32,249080,52680,6,45012,9453,30991,83
2600,EAST 21 STREET,11235,220.93,Multifamily Housing,44.28,265680,53402,6,50929,10695,35065,94
426,EAST 22 STREET,11226,378.94,Multifamily Housing,33.5,217750,46054,7,38121,8005,26246,70
2195,EAST 22 STREET,11229,363.93,Multifamily Housing,56.58,339480,73625,6,67153,14102,46235,123
410,EAST 25 STREET,11226,330.53,Multifamily Housing,34.27,222755,47113,6,41094,8630,28293,75
411,EAST 26 STREET,11226,351.81,Multifamily Housing,57.52,345120,75528,6,67565,14189,46519,124
645,EAST 26 STREET,11210,355.37,Multifamily Housing,55.37,332220,71174,6,63685,13374,43847,117
657,EAST 26 STREET,11210,447.04,Multifamily Housing,95.5,549125,144380,7,113347,23803,78040,208
1525,EAST 26 STREET,11229,477.04,Multifamily Housing,69.49,416940,99767,7,82476,17320,56785,152
712,EAST 27 STREET,11210,557.45,Multifamily Housing,40.3,241800,48602,6,46845,9837,32253,86
2717,EAST 28 STREET,11235,1584.25,Multifamily Housing,194.78,1119985,337045,8,224030,47046,154246,412
250,EAST 29 STREET,11226,388.91,Multifamily Housing,44.86,269160,54101,6,51597,10835,35524,95
251,EAST 29 STREET,11226,366.99,Multifamily Housing,39.09,254085,53739,6,45917,9643,31614,84
616,EAST 29 STREET,11210,231.24,Multifamily Housing,25.14,163410,34561,7,28915,6072,19908,53
909,EAST 29 STREET,11210,340.76,Multifamily Housing,40.64,243840,49012,6,47240,9920,32525,87
2427,EAST 29 STREET,11235,948.81,Multifamily Housing,135.63,779873,222257,7,160976,33805,110833,296
2440,EAST 29 STREET,11235,166.64,Multifamily Housing,84.39,485243,122820,7,98095,20600,67539,180
2375,EAST 3 STREET,11223,1917.39,Multifamily Housing,75.86,455160,112667,7,89108,18713,61351,164
2400,EAST 3 STREET,11223,803.09,Multifamily Housing,115.65,664988,183483,7,137262,28825,94506,252
2411,EAST 3 STREET,11223,1917.39,Multifamily Housing,46.5,279000,56079,6,55190,11590,37998,101
745,EAST 31 STREET,11210,488.06,Multifamily Housing,55.11,330660,70648,6,64734,13594,44570,119
777,EAST 31 STREET,11210,647.07,Multifamily Housing,79.14,474840,119309,7,92961,19522,64004,171
850,EAST 31 STREET,11210,619.11,Multifamily Housing,50.12,300720,60543,6,58873,12363,40534,108
209,EAST 34 STREET,11203,313.41,Multifamily Housing,55.54,333240,71519,6,65240,13700,44918,120
450,EAST 34 STREET,11203,258.64,Multifamily Housing,36.08,234520,49601,6,42381,8900,29180,78
282,EAST 35 STREET,11203,583.49,Multifamily Housing,107.64,618930,167939,7,127755,26829,87960,235
285,EAST 35 STREET,11203,325.27,Multifamily Housing,41.76,250560,50363,6,48542,10194,33421,89
1149,EAST 35 STREET,11210,415.45,Multifamily Housing,57.95,347700,76399,6,69489,14593,47843,128
170,EAST 4 STREET,11218,305.97,Multifamily Housing,67.77,406620,96284,7,79605,16717,54809,146
2250,EAST 4 STREET,11223,584.71,Multifamily Housing,94.29,542168,142032,7,113064,23743,77845,208
2020,EAST 41 STREET,11234,311.3,Multifamily Housing,38.92,252980,53505,6,45717,9601,31476,84
10,EAST 43 STREET,11203,609.72,Multifamily Housing,80.77,464428,115794,7,94876,19924,65322,174
428,EAST 46 STREET,11203,387.49,Multifamily Housing,40.64,243840,49012,6,48235,10129,33210,89
86,EAST 49 STREET,11203,4764.8,Senior Care Facility,371.31,2042205,648294,8,422526,88730,290911,776
1350,EAST 5 STREET,11230,393.46,Multifamily Housing,52.7,316200,65768,6,61259,12864,42177,113
1890,EAST 5 STREET,11223,528.47,Multifamily Housing,70.09,420540,100982,7,83188,17470,57275,153
254,EAST 56 STREET,11203,14.71,Office,61.69,370140,83972,6,73218,15376,50411,135
82,EAST 7 STREET,11218,363.65,Multifamily Housing,58.3,349800,77108,6,69195,14531,47641,127
217,EAST 7 STREET,11218,207.34,Multifamily Housing,102.99,592193,158915,7,120976,25405,83293,222
465,EAST 7 STREET,11218,1846.49,Multifamily Housing,81.2,466900,116629,7,96374,20239,66354,177
495,EAST 7 STREET,11218,316.65,Multifamily Housing,51.41,308460,63155,6,61017,12814,42011,112
515,EAST 7 STREET,11218,146.51,Multifamily Housing,103.08,592710,159090,7,122343,25692,84234,225
599,EAST 7 STREET,11218,206.17,Multifamily Housing,89.3,513475,132348,7,105988,22257,72973,195
855,EAST 7 STREET,11230,517.61,Multifamily Housing,110.39,634743,173276,7,132370,27798,91137,243
1665,EAST 7 STREET,11230,256.87,Multifamily Housing,32.38,210470,44514,6,37639,7904,25914,69
2514,EAST 7 STREET,11235,551.68,Multifamily Housing,52.87,317220,66112,6,62750,13178,43204,115
2531,EAST 7 STREET,11235,839.42,Multifamily Housing,81.29,467418,116804,7,96481,20261,66428,177
2552,EAST 7 STREET,11235,487.81,Multifamily Housing,40.3,241800,48602,6,47338,9941,32592,87
2675,EAST 7 STREET,11235,568.38,Multifamily Housing,57.09,342540,74657,6,65663,13789,45209,121
70,EAST 8 STREET,11218,176.52,Multifamily Housing,47.62,285720,57430,6,57102,11991,39315,105
214,EAST 8 STREET,11218,331.48,Multifamily Housing,57.78,346680,76055,6,68578,14401,47216,126
430,EAST 8 STREET,11218,421.01,Multifamily Housing,67.08,402480,94887,6,81257,17064,55946,149
499,EAST 8 STREET,11218,327.87,Multifamily Housing,54.59,327540,69595,6,64124,13466,44149,118
840,EAST 8 STREET,11230,996.89,Multifamily Housing,126.07,724903,203705,7,146544,30774,100896,269
1530,EAST 8 STREET,11230,419.4,Multifamily Housing,67.6,405600,95940,7,79406,16675,54671,146
425,EAST 9 STREET,11218,899.51,K-12 School,53.13,318780,66638,6,63709,13379,43864,117
814,EAST 9 STREET,11230,384.16,Multifamily Housing,54.77,328620,69959,6,63665,13370,43834,117
825,EAST 9 STREET,11230,294.22,Multifamily Housing,47.79,286740,57635,6,56136,11789,38650,103
2001,EAST 9 STREET,11223,306.19,Multifamily Housing,45.38,272280,54728,6,53305,11194,36701,98
100,EAST 92 STREET,11212,425.88,Multifamily Housing,48.74,292440,58780,6,57252,12023,39418,105
333,EAST 93 STREET,11212,592.86,Multifamily Housing,93.86,539695,141197,7,112549,23635,77490,207
1661,EAST 95 STREET,11236,341.56,Other,119.61,687758,191168,7,139035,29197,95726,255
425,EAST 96 STREET,11212,412.07,Multifamily Housing,87.74,504505,129320,7,105210,22094,72438,193
577,EAST 96 STREET,11212,378.84,Multifamily Housing,53.13,318780,66638,6,62409,13106,42969,115
1177,EAST 98 STREET,11236,445.38,Multifamily Housing,31.14,202410,42810,7,34292,7201,23610,63
1064,EAST NEW YORK AVENUE,11212,269.33,Multifamily Housing,52.44,314640,65241,6,61598,12936,42411,113
1355,EAST NEW YORK AVENUE,11212,359.5,Multifamily Housing,39.96,259740,54935,6,46939,9857,32317,86
41,EASTERN PARKWAY,11238,642.93,Multifamily Housing,22.22,144430,30547,6,26101,5481,17970,48
135,EASTERN PARKWAY,11238,1311.14,Multifamily Housing,85.68,492660,125323,7,100643,21135,69293,185
159,EASTERN PARKWAY,11238,238.67,Multifamily Housing,5.43,40725,9298,9,5714,1200,3934,10
175,EASTERN PARKWAY,11238,392.12,Multifamily Housing,69.06,414360,98897,7,81966,17213,56434,151
201,EASTERN PARKWAY,11238,860.82,Multifamily Housing,96.36,554070,146049,7,112009,23522,77119,206
225,EASTERN PARKWAY,11238,440.62,Multifamily Housing,87.32,502090,128505,7,102570,21540,70620,188
255,EASTERN PARKWAY,11238,656.43,Multifamily Housing,96.19,553093,145719,7,115343,24222,79414,212
263,EASTERN PARKWAY,11238,411.39,Multifamily Housing,61.66,369960,83912,6,73937,15527,50906,136
284,EASTERN PARKWAY,11225,346.69,Multifamily Housing,59.33,355980,79193,6,71143,14940,48983,131
320,EASTERN PARKWAY,11225,387.67,Multifamily Housing,44.35,266100,53486,6,53181,11168,36615,98
410,EASTERN PARKWAY,11225,396.9,Multifamily Housing,30.83,200395,42384,6,36214,7605,24934,67
426,EASTERN PARKWAY,11225,304.49,Multifamily Housing,52.7,316200,65768,6,63193,13271,43509,116
436,EASTERN PARKWAY,11225,362.28,Multifamily Housing,47.02,282120,56706,6,55807,11719,38423,103
576,EASTERN PARKWAY,11225,187.76,Multifamily Housing,45.55,273300,54933,6,55734,11704,38373,102
706,EASTERN PARKWAY,11213,158.3,Multifamily Housing,60.27,361620,81097,6,70796,14867,48743,130
866,EASTERN PARKWAY,11213,175.8,Multifamily Housing,21.19,137735,29131,7,23854,5009,16423,44
961,EASTERN PARKWAY,11213,470.51,Multifamily Housing,48.83,292980,58889,6,57358,12045,39491,105
1196,EASTERN PARKWAY,11213,31.4,Multifamily Housing,57.26,343560,75002,6,67961,14272,46791,125
1245,EASTERN PARKWAY,11213,348.88,Multifamily Housing,58.99,353940,78505,6,70736,14854,48702,130
783,ELDERT LANE,11208,1475.01,Multifamily Housing,69.74,418440,100274,7,76799,16128,52877,141
345,ELDERT STREET,11237,412.23,Multifamily Housing,91.88,528310,137355,7,106802,22428,73534,196
1705,ELM AVENUE,11230,462.6,Multifamily Housing,70.7,424200,102218,7,83912,17622,57774,154
414,ELMWOOD AVENUE,11230,119.38,Multifamily Housing,35.13,228345,48295,6,40835,8575,28115,75
505,ELMWOOD AVENUE,11230,305.26,Multifamily Housing,44.43,266580,53583,6,51102,10731,35184,94
646,EMERALD STREET,11208,190.56,Multifamily Housing,178.43,1025973,305316,8,203041,42639,139795,373
1625,EMMONS AVENUE,11235,699.59,Multifamily Housing,149.66,860545,249484,7,177628,37302,122298,326
1725,EMMONS AVENUE,11235,378.88,Multifamily Housing,45.98,275880,55452,6,54010,11342,37186,99
2211,EMMONS AVENUE,11235,716.58,Multifamily Housing,120.73,694198,193342,7,143292,30091,98657,263
3180,EMMONS AVENUE,11235,232.44,Senior Care Facility,71.56,429360,103959,7,83182,17468,57271,153
3205,EMMONS AVENUE,11235,285.44,Multifamily Housing,41.68,250080,50266,6,48959,10281,33709,90
3221,EMMONS AVENUE,11235,689.64,Multifamily Housing,183.85,1057138,315834,8,220457,46296,151786,405
270,EMPIRE BOULEVARD,11225,94.29,Multifamily Housing,49,294000,59094,6,58157,12213,40041,107
289,EMPIRE BOULEVARD,11225,477.38,Multifamily Housing,54.68,328080,69777,6,64898,13629,44683,119
